t(s)	u_raw(m/s)	v_raw(m/s)	w_raw(m/s)	u_despiked(m/s)	v_despiked(m/s)	w_despiked(m/s)
9.88	0.8	0.778	4.792	NaN	NaN	NaN
9.9	1.234	0.589	3.339	NaN	NaN	NaN
9.92	1.514	0.661	4.24	NaN	NaN	NaN
9.94	0.491	0.932	4.548	NaN	NaN	NaN
9.96	0.51	0.937	5.437	NaN	NaN	NaN
9.98	1.543	0.668	5.459	NaN	NaN	NaN
10	0.5	-0.138	0.465	NaN	NaN	NaN
10.02	0.51	0.937	4.923	NaN	NaN	NaN
10.04	1.766	0.591	3.53	NaN	NaN	NaN
10.06	0.538	0.944	4.917	NaN	NaN	NaN
10.08	-1.758	0.349	3.327	NaN	NaN	NaN
10.1	-1.486	0.419	4.243	NaN	NaN	NaN
10.12	0.478	0.929	7.913	NaN	NaN	NaN
10.14	-0.752	0.341	1.2	NaN	NaN	NaN
10.16	0.53	-0.13	2.16	NaN	NaN	NaN
10.18	-0.029	-0.008	0.306	NaN	NaN	NaN
10.2	0.51	0.937	4.795	NaN	NaN	NaN
10.22	0.67	0.978	5.805	NaN	NaN	NaN
10.24	0.51	0.937	4.715	NaN	NaN	NaN
10.26	1.487	0.654	3.794	NaN	NaN	NaN
10.28	0.501	-0.138	-0.501	NaN	NaN	NaN
10.3	2.518	0.385	2.16	NaN	NaN	NaN
10.32	-0.503	0.138	3.878	NaN	NaN	NaN
10.34	1.618	0.688	3.618	NaN	NaN	NaN
10.36	1.989	0.516	2.963	NaN	NaN	NaN
10.38	0.438	-0.154	-0.427	NaN	NaN	NaN
10.4	0.482	0.93	5.507	NaN	NaN	NaN
10.42	1.161	0.838	4.214	NaN	NaN	NaN
10.44	-0.503	0.138	0.633	NaN	NaN	NaN
10.46	0.51	0.937	5.628	NaN	NaN	NaN
10.48	1.515	0.662	4.078	NaN	NaN	NaN
10.5	-0.503	0.138	0.912	NaN	NaN	NaN
10.52	1.868	0.484	2.765	NaN	NaN	NaN
10.54	-1.508	0.414	2.128	NaN	NaN	NaN
10.56	0.563	0.951	4.451	NaN	NaN	NaN
10.58	1.515	0.662	4.252	NaN	NaN	NaN
10.6	0.002	0.269	-0.431	NaN	NaN	NaN
10.62	-1.226	0.352	2.551	NaN	NaN	NaN
10.64	0.361	0.899	7.692	NaN	NaN	NaN
10.66	1.058	0.866	3.443	NaN	NaN	NaN
10.68	-1.954	0.7	4.426	NaN	NaN	NaN
10.7	0.475	-0.145	-0.391	NaN	NaN	NaN
10.72	0.171	0.044	0.809	NaN	NaN	NaN
10.74	-1.225	0.487	1.89	NaN	NaN	NaN
10.76	2.666	0.424	3.712	NaN	NaN	NaN
10.78	-0.996	0.245	1.331	NaN	NaN	NaN
10.8	-1.444	0.431	2.744	NaN	NaN	NaN
10.82	4.312	-0.108	-1.391	NaN	NaN	NaN
10.84	1.011	0.531	3.542	NaN	NaN	NaN
10.86	0.542	0.946	5.705	NaN	NaN	NaN
10.88	0.864	0.895	4.506	NaN	NaN	NaN
10.9	1.515	0.662	3.352	NaN	NaN	NaN
10.92	0.406	0.911	6.994	NaN	NaN	NaN
10.94	2.55	0.394	2.83	NaN	NaN	NaN
10.96	0.156	1.114	5.594	NaN	NaN	NaN
10.98	0.501	-0.138	-0.878	NaN	NaN	NaN
11	0.51	0.937	4.586	NaN	NaN	NaN
11.02	1.515	0.662	7.9	NaN	NaN	NaN
11.04	2.518	0.385	1.335	NaN	NaN	NaN
11.06	0.662	-0.096	-0.483	NaN	NaN	NaN
11.08	0.51	0.937	5.661	NaN	NaN	NaN
11.1	2.798	0.458	2.625	NaN	NaN	NaN
11.12	-2.146	0.517	5.673	NaN	NaN	NaN
11.14	0.51	0.937	7.138	NaN	NaN	NaN
11.16	1.263	0.596	5.984	NaN	NaN	NaN
11.18	0.565	-0.121	-1.357	NaN	NaN	NaN
11.2	2.018	0.523	5.558	NaN	NaN	NaN
11.22	0.51	0.937	4.918	NaN	NaN	NaN
11.24	0.51	0.937	5.312	NaN	NaN	NaN
11.26	-0.503	0.138	1.302	NaN	NaN	NaN
11.28	2.497	0.38	1.668	NaN	NaN	NaN
11.3	-1.619	0.385	7.097	NaN	NaN	NaN
11.32	-1.508	0.414	2.381	NaN	NaN	NaN
11.34	2.018	0.523	2.588	NaN	NaN	NaN
11.36	1.041	0.806	4.312	NaN	NaN	NaN
11.38	0.113	1.103	5.781	NaN	NaN	NaN
11.4	-1.609	0.387	4.5	NaN	NaN	NaN
11.42	2.49	0.378	1.857	NaN	NaN	NaN
11.44	2.518	0.385	3.888	NaN	NaN	NaN
11.46	0.774	0.779	1.598	NaN	NaN	NaN
11.48	0.51	0.937	5.452	NaN	NaN	NaN
11.5	0.705	0.988	4.382	NaN	NaN	NaN
11.52	0.372	0.902	4.716	NaN	NaN	NaN
11.54	-1.508	0.414	2.863	NaN	NaN	NaN
11.56	-1.371	0.449	3.122	NaN	NaN	NaN
11.58	2.018	0.523	2.796	NaN	NaN	NaN
11.6	-0.503	0.138	1.444	NaN	NaN	NaN
11.62	0.625	0.967	5.661	NaN	NaN	NaN
11.64	0.659	0.976	6.543	NaN	NaN	NaN
11.66	1.515	0.662	3.157	NaN	NaN	NaN
11.68	0.991	0.793	7.949	NaN	NaN	NaN
11.7	2.266	0.32	4.352	NaN	NaN	NaN
11.72	2.49	0.378	2.068	NaN	NaN	NaN
11.74	1.921	0.47	2.942	NaN	NaN	NaN
11.76	1.091	0.778	1.89	NaN	NaN	NaN
11.78	0.51	0.937	6.963	NaN	NaN	NaN
11.8	0.51	0.937	3.838	NaN	NaN	NaN
11.82	0.483	-0.143	-0.318	NaN	NaN	NaN
11.84	0.51	0.937	8.273	NaN	NaN	NaN
11.86	0.361	0.899	6.551	NaN	NaN	NaN
11.88	-0.386	0.168	0.806	NaN	NaN	NaN
11.9	-1.508	0.414	2.863	NaN	NaN	NaN
11.92	-1.609	0.387	5.601	NaN	NaN	NaN
11.94	2.38	0.35	3.664	NaN	NaN	NaN
11.96	0.51	0.937	5.462	NaN	NaN	NaN
11.98	0.51	0.937	6.789	NaN	NaN	NaN
12	2.12	0.55	2.864	NaN	NaN	NaN
12.02	2.676	0.427	3.045	NaN	NaN	NaN
12.04	-1.357	0.453	1.336	NaN	NaN	NaN
12.06	-1.508	0.414	2.076	NaN	NaN	NaN
12.08	0.478	0.929	5.832	NaN	NaN	NaN
12.1	0	0	0.527	NaN	NaN	NaN
12.12	-1.357	0.453	2.395	NaN	NaN	NaN
12.14	0.412	0.912	7.371	NaN	NaN	NaN
12.16	-0.503	0.138	3.377	NaN	NaN	NaN
12.18	0.361	0.899	5.145	NaN	NaN	NaN
12.2	0.078	1.136	6.218	NaN	NaN	NaN
12.22	0.637	-0.103	-0.587	NaN	NaN	NaN
12.24	-0.401	0.03	0.434	NaN	NaN	NaN
12.26	-1.284	0.472	2.826	NaN	NaN	NaN
12.28	-1.444	0.431	2.553	NaN	NaN	NaN
12.3	-0.472	0.145	0.542	NaN	NaN	NaN
12.32	1.263	0.596	4.304	NaN	NaN	NaN
12.34	-1.397	0.442	3.233	NaN	NaN	NaN
12.36	2.018	0.523	3.389	NaN	NaN	NaN
12.38	-1.917	0.526	6.068	NaN	NaN	NaN
12.4	0.15	0.039	0.574	NaN	NaN	NaN
12.42	-1.41	0.439	2.114	NaN	NaN	NaN
12.44	2.655	0.421	4.895	NaN	NaN	NaN
12.46	0.647	0.973	6.07	NaN	NaN	NaN
12.48	1.515	0.662	6.344	NaN	NaN	NaN
12.5	0.361	0.899	5.291	NaN	NaN	NaN
12.52	0.51	0.937	7.096	NaN	NaN	NaN
12.54	0.51	0.937	4.926	NaN	NaN	NaN
12.56	2.018	0.523	3.087	NaN	NaN	NaN
12.58	1.515	0.662	2.599	NaN	NaN	NaN
12.6	2.518	0.385	1.721	NaN	NaN	NaN
12.62	0.404	0.91	7.391	NaN	NaN	NaN
12.64	1.013	0.799	5.354	NaN	NaN	NaN
12.66	1.954	0.54	3.059	NaN	NaN	NaN
12.68	2.518	0.385	3.564	NaN	NaN	NaN
12.7	-0.472	0.145	3.124	NaN	NaN	NaN
12.72	-1.849	0.594	5.543	NaN	NaN	NaN
12.74	-0.503	0.138	1.195	NaN	NaN	NaN
12.76	1.515	0.662	4.738	NaN	NaN	NaN
12.78	-1.759	0.617	3.584	NaN	NaN	NaN
12.8	2.369	0.347	3.099	NaN	NaN	NaN
12.82	-1.807	0.576	5.738	NaN	NaN	NaN
12.84	2.655	0.421	2.999	NaN	NaN	NaN
12.86	-0.22	0.21	2.608	NaN	NaN	NaN
12.88	1.013	0.799	4.876	NaN	NaN	NaN
12.9	-0.366	0.174	3.807	NaN	NaN	NaN
12.92	2.046	0.531	3.071	NaN	NaN	NaN
12.94	-0.503	0.138	3.865	NaN	NaN	NaN
12.96	0.853	0.758	4.032	NaN	NaN	NaN
12.98	-1.376	0.448	5.244	NaN	NaN	NaN
13	0.501	-0.138	1.013	NaN	NaN	NaN
13.02	-0.341	0.179	0.565	NaN	NaN	NaN
13.04	2.414	0.359	3.377	NaN	NaN	NaN
13.06	0.51	0.937	4.603	NaN	NaN	NaN
13.08	0.636	0.97	4.362	NaN	NaN	NaN
13.1	1.608	-0.387	-2.6	NaN	NaN	NaN
13.12	1.515	0.662	4.166	NaN	NaN	NaN
13.14	0.38	0.904	4.962	NaN	NaN	NaN
13.16	-1.508	0.414	-1.186	NaN	NaN	NaN
13.18	-1.376	0.448	6.963	NaN	NaN	NaN
13.2	0.531	-0.13	-0.894	NaN	NaN	NaN
13.22	0.51	0.937	7.865	NaN	NaN	NaN
13.24	0.51	0.937	4.186	NaN	NaN	NaN
13.26	0.137	0.035	2.155	NaN	NaN	NaN
13.28	-0.476	0.145	3.638	NaN	NaN	NaN
13.3	0.361	0.899	7.448	NaN	NaN	NaN
13.32	1.443	-0.431	-1.812	NaN	NaN	NaN
13.34	-0.503	0.138	1.302	NaN	NaN	NaN
13.36	-1.859	0.591	3.782	NaN	NaN	NaN
13.38	1.938	0.502	5.701	NaN	NaN	NaN
13.4	2.518	0.385	1.636	NaN	NaN	NaN
13.42	1.366	0.623	4.774	NaN	NaN	NaN
13.44	1.88	0.487	2.973	NaN	NaN	NaN
13.46	-1.667	0.372	1.698	NaN	NaN	NaN
13.48	2.518	0.385	2.617	NaN	NaN	NaN
13.5	3.997	-0.036	-0.011	NaN	NaN	NaN
13.52	-1.508	0.414	2.863	NaN	NaN	NaN
13.54	-1.256	0.479	2.06	NaN	NaN	NaN
13.56	-0.046	1.09	5.335	NaN	NaN	NaN
13.58	-1.006	0.275	3.915	NaN	NaN	NaN
13.6	-0.16	-0.042	-0.222	NaN	NaN	NaN
13.62	0.538	0.945	5.7	NaN	NaN	NaN
13.64	-0.868	0.311	1.693	NaN	NaN	NaN
13.66	-0.33	-0.044	-0.199	NaN	NaN	NaN
13.68	1.235	0.589	6.01	NaN	NaN	NaN
13.7	0.457	0.923	8.009	NaN	NaN	NaN
13.72	1.013	0.799	4.458	NaN	NaN	NaN
13.74	0.651	-0.099	-0.898	NaN	NaN	NaN
13.76	-1.337	0.458	2.471	NaN	NaN	NaN
13.78	-0.02	1.068	5.653	NaN	NaN	NaN
13.8	-1.171	0.267	2.842	NaN	NaN	NaN
13.82	-1.508	0.414	5.491	NaN	NaN	NaN
13.84	0.51	0.937	5.835	NaN	NaN	NaN
13.86	1.494	0.656	7.123	NaN	NaN	NaN
13.88	2.358	0.344	3.731	NaN	NaN	NaN
13.9	0.51	0.937	4.186	NaN	NaN	NaN
13.92	-0.25	0.203	0.953	NaN	NaN	NaN
13.94	0.501	-0.138	2.244	NaN	NaN	NaN
13.96	0.651	-0.099	-1.308	NaN	NaN	NaN
13.98	-0.79	0.216	1.85	NaN	NaN	NaN
14	0.229	0.864	5.058	NaN	NaN	NaN
14.02	0.127	0.033	0.033	NaN	NaN	NaN
14.04	-1.815	0.561	3.931	NaN	NaN	NaN
14.06	-1.728	0.626	3.822	NaN	NaN	NaN
14.08	1.515	0.662	2.029	NaN	NaN	NaN
14.1	0.15	0.039	3.007	NaN	NaN	NaN
14.12	-2.146	0.517	4.654	NaN	NaN	NaN
14.14	-1.508	0.414	5.208	NaN	NaN	NaN
14.16	-1.225	0.487	6.209	NaN	NaN	NaN
14.18	-0.352	0.177	2	NaN	NaN	NaN
14.2	0.538	0.945	4.615	NaN	NaN	NaN
14.22	-1.953	0.457	5.431	NaN	NaN	NaN
14.24	-1.357	0.453	3.869	NaN	NaN	NaN
14.26	-1.347	0.456	2.063	NaN	NaN	NaN
14.28	0	0	0	NaN	NaN	NaN
14.3	0.373	0.902	4.737	NaN	NaN	NaN
14.32	-1.657	0.376	1.524	NaN	NaN	NaN
14.34	2.491	0.378	4.265	NaN	NaN	NaN
14.36	-0.504	0.138	0.644	NaN	NaN	NaN
14.38	0.361	0.9	4.721	NaN	NaN	NaN
14.4	-1.161	0.386	3.836	NaN	NaN	NaN
14.42	-0.182	1.055	4.618	NaN	NaN	NaN
14.44	-1.86	0.591	2.678	NaN	NaN	NaN
14.46	-1.509	0.414	4.584	NaN	NaN	NaN
14.48	2.167	0.562	2.989	NaN	NaN	NaN
14.5	-0.332	0.182	3.652	NaN	NaN	NaN
14.52	1.412	0.69	4.194	NaN	NaN	NaN
14.54	-1.509	0.414	4.168	NaN	NaN	NaN
14.56	0.647	0.973	6.316	NaN	NaN	NaN
14.58	-1.537	0.407	2.021	NaN	NaN	NaN
14.6	2.519	0.385	4.684	NaN	NaN	NaN
14.62	-1.948	0.569	5.269	NaN	NaN	NaN
14.64	0.15	0.039	0.241	NaN	NaN	NaN
14.66	0.51	0.937	7.48	NaN	NaN	NaN
14.68	-0.02	1.068	5.963	NaN	NaN	NaN
14.7	1.162	0.838	7.272	NaN	NaN	NaN
14.72	-0.648	0.1	2.688	NaN	NaN	NaN
14.74	-1.405	0.441	2.492	NaN	NaN	NaN
14.76	-1.358	0.453	4.919	NaN	NaN	NaN
14.78	2.267	0.32	2.334	NaN	NaN	NaN
14.8	0.51	0.937	4.188	NaN	NaN	NaN
14.82	2.359	0.344	2.29	NaN	NaN	NaN
14.84	0.145	1.111	6.769	NaN	NaN	NaN
14.86	-0.342	0.18	1.629	NaN	NaN	NaN
14.88	1.033	0.804	4.372	NaN	NaN	NaN
14.9	-1.509	0.414	-0.884	NaN	NaN	NaN
14.92	-1.509	0.414	3.099	NaN	NaN	NaN
14.94	0.517	-0.134	2.069	NaN	NaN	NaN
14.96	2.167	0.562	3.004	NaN	NaN	NaN
14.98	0.252	0.065	0.12	NaN	NaN	NaN
15	0.501	-0.138	1.558	NaN	NaN	NaN
15.02	-1.478	0.422	4.176	NaN	NaN	NaN
15.04	-1.527	0.41	4.173	NaN	NaN	NaN
15.06	-1.86	0.591	2.343	NaN	NaN	NaN
15.08	1.412	0.635	6.079	NaN	NaN	NaN
15.1	-1.509	0.414	2.865	NaN	NaN	NaN
15.12	0.258	0.872	0.855	NaN	NaN	NaN
15.14	-1.405	0.441	4.876	NaN	NaN	NaN
15.16	2.519	0.385	4.789	NaN	NaN	NaN
15.18	0.4	-0.03	-3.838	NaN	NaN	NaN
15.2	-1.257	0.479	4.619	NaN	NaN	NaN
15.22	0	0	0.238	NaN	NaN	NaN
15.24	0.51	0.937	5.835	NaN	NaN	NaN
15.26	-0.142	1.036	3.212	NaN	NaN	NaN
15.28	0.752	-0.073	-0.643	NaN	NaN	NaN
15.3	1.514	0.661	4.17	NaN	NaN	NaN
15.32	-0.25	0.203	4.008	NaN	NaN	NaN
15.34	-1.508	0.414	2.816	NaN	NaN	NaN
15.36	1.012	0.799	4.223	NaN	NaN	NaN
15.38	-0.604	0.111	0.784	NaN	NaN	NaN
15.4	-0.952	0.261	0.192	NaN	NaN	NaN
15.42	-0.503	0.138	4.238	NaN	NaN	NaN
15.44	-1.394	0.443	2.214	NaN	NaN	NaN
15.46	0.96	0.813	3.537	NaN	NaN	NaN
15.48	0.438	-0.154	-4.483	NaN	NaN	NaN
15.5	0.651	-0.099	0.094	NaN	NaN	NaN
15.52	-1.848	0.593	2.908	NaN	NaN	NaN
15.54	0.5	-0.138	2.079	NaN	NaN	NaN
15.56	-1.046	0.299	4.186	NaN	NaN	NaN
15.58	2.517	0.385	2.056	NaN	NaN	NaN
15.6	1.543	0.668	3.393	NaN	NaN	NaN
15.62	-1.723	0.473	3.167	NaN	NaN	NaN
15.64	2.517	0.385	2.435	NaN	NaN	NaN
15.66	-1.622	0.384	1.962	NaN	NaN	NaN
15.68	0.51	0.937	5.658	NaN	NaN	NaN
15.7	-1.508	0.414	2.127	NaN	NaN	NaN
15.72	0.51	0.937	1.167	NaN	NaN	NaN
15.74	0.5	-0.138	-0.18	NaN	NaN	NaN
15.76	2.231	-0.494	0.183	NaN	NaN	NaN
15.78	-1.404	0.44	5.822	NaN	NaN	NaN
15.8	-1.656	0.375	1.885	NaN	NaN	NaN
15.82	-1.356	0.453	4.186	NaN	NaN	NaN
15.84	0.491	0.932	8.069	NaN	NaN	NaN
15.86	-1.005	0.275	4.442	NaN	NaN	NaN
15.88	-1.758	0.349	1.446	NaN	NaN	NaN
15.9	-1.228	0.486	6.475	NaN	NaN	NaN
15.92	-1.88	0.571	5.523	NaN	NaN	NaN
15.94	0.51	0.937	7.135	NaN	NaN	NaN
15.96	0.51	0.937	7.797	NaN	NaN	NaN
15.98	-1.894	0.582	5.945	NaN	NaN	NaN
16	-0.984	0.281	4.585	NaN	NaN	NaN
16.02	0.658	0.975	5.129	NaN	NaN	NaN
16.04	0.361	0.899	4.882	NaN	NaN	NaN
16.06	-1.508	0.414	4.646	NaN	NaN	NaN
16.08	-1.508	0.414	2.6	NaN	NaN	NaN
16.1	2.368	0.347	1.181	NaN	NaN	NaN
16.12	0.603	-0.111	2.603	NaN	NaN	NaN
16.14	0.608	0.962	4.851	NaN	NaN	NaN
16.16	-1.356	0.453	1.906	NaN	NaN	NaN
16.18	0.103	0.026	3.02	NaN	NaN	NaN
16.2	-1.758	0.349	2.823	NaN	NaN	NaN
16.22	-1.37	0.449	2.845	NaN	NaN	NaN
16.24	0.38	0.904	7.692	NaN	NaN	NaN
16.26	-1.508	0.414	4.708	NaN	NaN	NaN
16.28	0.252	0.065	0.172	NaN	NaN	NaN
16.3	0.482	0.93	8.039	NaN	NaN	NaN
16.32	0.597	-0.112	3.116	NaN	NaN	NaN
16.34	1.514	0.661	0.825	NaN	NaN	NaN
16.36	0.532	0.942	7.779	NaN	NaN	NaN
16.38	-1.656	0.375	4.44	NaN	NaN	NaN
16.4	0.53	-0.13	2.269	NaN	NaN	NaN
16.42	0.521	-0.133	2.196	NaN	NaN	NaN
16.44	-1.477	0.422	3.11	NaN	NaN	NaN
16.46	2.62	0.412	-0.992	NaN	NaN	NaN
16.48	-0.366	0.174	3.488	NaN	NaN	NaN
16.5	-0.503	0.138	1.181	NaN	NaN	NaN
16.52	1.377	0.625	6.622	NaN	NaN	NaN
16.54	-1.456	0.427	5.147	NaN	NaN	NaN
16.56	-2.01	0.552	3.746	NaN	NaN	NaN
16.58	-1.4	0.441	4.128	NaN	NaN	NaN
16.6	1.153	-0.237	-0.861	NaN	NaN	NaN
16.62	2.665	0.424	5.59	NaN	NaN	NaN
16.64	0.381	-0.169	3.88	NaN	NaN	NaN
16.66	1.953	0.506	4.918	NaN	NaN	NaN
16.68	-1.225	0.487	4.61	NaN	NaN	NaN
16.7	-1.346	0.456	1.918	NaN	NaN	NaN
16.72	-0.502	0.004	3.257	NaN	NaN	NaN
16.74	-1.486	0.419	-2.737	NaN	NaN	NaN
16.76	-1.477	0.422	1.592	NaN	NaN	NaN
16.78	-1.643	0.513	2.753	NaN	NaN	NaN
16.8	-1.508	0.414	4.339	NaN	NaN	NaN
16.82	-1.508	0.414	1.927	NaN	NaN	NaN
16.84	1.065	0.784	6.777	NaN	NaN	NaN
16.86	1.937	0.544	6.255	NaN	NaN	NaN
16.88	-1.356	0.453	4.947	NaN	NaN	NaN
16.9	-1.911	0.605	5.773	NaN	NaN	NaN
16.92	-0.352	0.176	-1.969	NaN	NaN	NaN
16.94	-1.486	0.419	4.121	NaN	NaN	NaN
16.96	0.156	1.113	7.831	NaN	NaN	NaN
16.98	0.612	0.829	6.998	NaN	NaN	NaN
17	0.613	0.964	4.858	NaN	NaN	NaN
17.02	2.07	-0.57	-0.749	NaN	NaN	NaN
17.04	-1.356	0.453	4.946	NaN	NaN	NaN
17.06	-1.356	0.453	6.024	NaN	NaN	NaN
17.08	0.51	0.937	8.212	NaN	NaN	NaN
17.1	0.406	0.91	4.927	NaN	NaN	NaN
17.12	0.651	-0.099	-0.578	NaN	NaN	NaN
17.14	-1.656	0.375	1.477	NaN	NaN	NaN
17.16	1.514	0.661	6.616	NaN	NaN	NaN
17.18	-1.486	0.419	4.997	NaN	NaN	NaN
17.2	-2.01	0.552	6.159	NaN	NaN	NaN
17.22	2.017	0.523	5.722	NaN	NaN	NaN
17.24	0.51	0.937	7.654	NaN	NaN	NaN
17.26	-0.207	0.056	3.354	NaN	NaN	NaN
17.28	1.037	-0.268	-3.816	NaN	NaN	NaN
17.3	0.51	0.937	6.55	NaN	NaN	NaN
17.32	-1.509	0.414	5.156	NaN	NaN	NaN
17.34	0.361	0.9	5.058	NaN	NaN	NaN
17.36	-0.504	0.138	3.434	NaN	NaN	NaN
17.38	-1.226	0.487	5.539	NaN	NaN	NaN
17.4	1.452	0.644	4.072	NaN	NaN	NaN
17.42	0.651	-0.099	3.031	NaN	NaN	NaN
17.44	-0.102	-0.027	-0.752	NaN	NaN	NaN
17.46	0.501	-0.138	-5.879	NaN	NaN	NaN
17.48	0.373	0.902	7.925	NaN	NaN	NaN
17.5	-0.652	0.099	0.443	NaN	NaN	NaN
17.52	0.501	-0.138	2.367	NaN	NaN	NaN
17.54	0.168	1.117	3.065	NaN	NaN	NaN
17.56	0.501	-0.138	-3.871	NaN	NaN	NaN
17.58	0.51	0.937	8.542	NaN	NaN	NaN
17.6	1.013	0.8	7.679	NaN	NaN	NaN
17.62	2.267	0.32	2.114	NaN	NaN	NaN
17.64	-1.509	0.414	-0.892	NaN	NaN	NaN
17.66	0.651	-0.099	-0.132	NaN	NaN	NaN
17.68	2.37	0.347	-1.279	NaN	NaN	NaN
17.7	0.502	-0.272	0.007	NaN	NaN	NaN
17.72	-1.509	0.414	5.13	NaN	NaN	NaN
17.74	-1.509	0.414	2.865	NaN	NaN	NaN
17.76	1.366	0.623	3.231	NaN	NaN	NaN
17.78	-1.509	0.414	2.129	NaN	NaN	NaN
17.8	-1.347	0.456	4.567	NaN	NaN	NaN
17.82	0.361	0.9	6.934	NaN	NaN	NaN
17.84	-0.844	0.318	3.914	NaN	NaN	NaN
17.86	0.482	0.931	7.262	NaN	NaN	NaN
17.88	-1.392	0.444	5.3	NaN	NaN	NaN
17.9	-1.405	0.441	5.624	NaN	NaN	NaN
17.92	-1.405	0.441	4.727	NaN	NaN	NaN
17.94	1.939	0.544	0.323	NaN	NaN	NaN
17.96	-1.478	0.422	4.319	NaN	NaN	NaN
17.98	-1.478	0.422	5.86	NaN	NaN	NaN
18	-1.537	0.407	-1.768	NaN	NaN	NaN
18.02	-0.504	0.138	1.445	NaN	NaN	NaN
18.04	0.659	0.976	7.324	NaN	NaN	NaN
18.06	0.501	-0.138	2.092	NaN	NaN	NaN
18.08	-1.371	0.449	5.279	NaN	NaN	NaN
18.1	-0.504	0.138	-2.323	NaN	NaN	NaN
18.12	-0.08	0.021	3.432	NaN	NaN	NaN
18.14	-0.662	0.097	2.17	NaN	NaN	NaN
18.16	0.058	1.047	5.487	NaN	NaN	NaN
18.18	0.51	0.937	7.88	NaN	NaN	NaN
18.2	-1.509	0.414	5.256	NaN	NaN	NaN
18.22	2.54	0.391	-0.998	NaN	NaN	NaN
18.24	-0.25	0.203	1.217	NaN	NaN	NaN
18.26	-1.508	0.414	4.639	NaN	NaN	NaN
18.28	-2.032	0.709	3.658	NaN	NaN	NaN
18.3	1.487	0.654	2.765	NaN	NaN	NaN
18.32	0	0	2.981	NaN	NaN	NaN
18.34	-2.074	0.569	3.664	NaN	NaN	NaN
18.36	-1.444	0.431	5.492	NaN	NaN	NaN
18.38	-1.357	0.453	3.279	NaN	NaN	NaN
18.4	0.161	0.042	0.224	NaN	NaN	NaN
18.42	0.51	0.937	4.926	NaN	NaN	NaN
18.44	-0.638	0.103	3.072	NaN	NaN	NaN
18.46	-1.508	0.414	0.636	NaN	NaN	NaN
18.48	0.03	0.008	-2.913	NaN	NaN	NaN
18.5	0.501	-0.138	-2.814	NaN	NaN	NaN
18.52	-1.508	0.414	2.549	NaN	NaN	NaN
18.54	0.51	0.937	7.49	NaN	NaN	NaN
18.56	-1.256	0.21	-0.898	NaN	NaN	NaN
18.58	0.51	0.937	1.793	NaN	NaN	NaN
18.6	0.15	0.039	0.209	NaN	NaN	NaN
18.62	2.518	0.385	5.041	NaN	NaN	NaN
18.64	-1.006	0.275	4.716	NaN	NaN	NaN
18.66	2.099	0.467	1.988	NaN	NaN	NaN
18.68	-1.609	0.387	6.023	NaN	NaN	NaN
18.7	0.501	-0.138	4.397	NaN	NaN	NaN
18.72	-0.503	0.138	-2.028	NaN	NaN	NaN
18.74	-0.503	0.138	3.632	NaN	NaN	NaN
18.76	-0.352	0.177	3.5	NaN	NaN	NaN
18.78	-1.508	0.414	5.147	NaN	NaN	NaN
18.8	-1.643	0.378	-0.275	NaN	NaN	NaN
18.82	2.018	0.523	3.304	NaN	NaN	NaN
18.84	-0.138	1.038	8.384	NaN	NaN	NaN
18.86	-1.006	0.275	4.607	NaN	NaN	NaN
18.88	0.783	-0.065	2.53	NaN	NaN	NaN
18.9	2.062	-0.538	-1.988	NaN	NaN	NaN
18.92	2.518	0.385	4.866	NaN	NaN	NaN
18.94	0.538	0.945	4.964	NaN	NaN	NaN
18.96	-1.508	0.414	5.136	NaN	NaN	NaN
18.98	-1.419	0.436	5.698	NaN	NaN	NaN
19	4.046	-0.023	3.018	NaN	NaN	NaN
19.02	0.939	-0.259	-2.287	NaN	NaN	NaN
19.04	-0.16	-0.042	0.349	NaN	NaN	NaN
19.06	-2.262	0.621	6.144	NaN	NaN	NaN
19.08	-1.613	0.386	-1.73	NaN	NaN	NaN
19.1	0	0	-2.008	NaN	NaN	NaN
19.12	2.358	0.344	-1.065	NaN	NaN	NaN
19.14	1.954	-0.538	-0.18	NaN	NaN	NaN
19.16	0.008	1.076	8.585	NaN	NaN	NaN
19.18	2.018	0.523	6.278	NaN	NaN	NaN
19.2	-1.38	0.447	3.041	NaN	NaN	NaN
19.22	-0.503	0.138	-1.477	NaN	NaN	NaN
19.24	-2.011	0.552	6.191	NaN	NaN	NaN
19.26	1.868	0.484	-2.62	NaN	NaN	NaN
19.28	0.875	0.763	6.899	NaN	NaN	NaN
19.3	-2.134	0.548	5.394	NaN	NaN	NaN
19.32	-1.357	0.453	5.94	NaN	NaN	NaN
19.34	0.539	-0.128	-3.203	NaN	NaN	NaN
19.36	-1.609	0.387	4.672	NaN	NaN	NaN
19.38	0	0	2.742	NaN	NaN	NaN
19.4	-0.503	0.138	3.66	NaN	NaN	NaN
19.42	0.022	0.006	0.735	NaN	NaN	NaN
19.44	-1.917	0.526	5.414	NaN	NaN	NaN
19.46	-2.363	0.595	3.293	NaN	NaN	NaN
19.48	-1.643	0.378	1.426	NaN	NaN	NaN
19.5	-1.508	0.414	2.794	NaN	NaN	NaN
19.52	-1.508	0.414	6.444	NaN	NaN	NaN
19.54	0.501	-0.138	2.197	NaN	NaN	NaN
19.56	-0.038	1.036	3.244	NaN	NaN	NaN
19.58	-1.444	0.431	2.414	NaN	NaN	NaN
19.6	0.603	-0.112	3.083	NaN	NaN	NaN
